Time	Channel A	Channel B
(us)	(V)	(mV)

-2.02403703	0.00000000	4.76088700
-2.00403703	0.00000000	4.76088700
-1.98403703	0.00000000	6.34785000
-1.96403703	0.00000000	6.34785000
-1.94403703	0.00000000	6.34785000
-1.92403703	0.00000000	7.93481200
-1.90403703	0.00000000	6.34785000
-1.88403703	0.00000000	6.34785000
-1.86403703	0.00000000	7.93481200
-1.84403703	0.00000000	6.34785000
-1.82403703	0.00000000	6.34785000
-1.80403703	0.00000000	6.34785000
-1.78403703	0.00000000	6.34785000
-1.76403703	0.00000000	6.34785000
-1.74403703	0.00000000	7.93481200
-1.72403703	0.00000000	6.34785000
-1.70403703	0.00000000	3.17392500
-1.68403703	0.00000000	4.76088700
-1.66403703	0.00000000	4.76088700
-1.64403703	0.00000000	4.76088700
-1.62403703	0.00000000	4.76088700
-1.60403703	0.00000000	6.34785000
-1.58403703	0.00000000	4.76088700
-1.56403703	0.00000000	4.76088700
-1.54403703	0.00000000	6.34785000
-1.52403703	0.00000000	6.34785000
-1.50403703	0.00000000	3.17392500
-1.48403703	0.00000000	4.76088700
-1.46403703	0.00000000	4.76088700
-1.44403703	0.00000000	4.76088700
-1.42403703	0.00000000	6.34785000
-1.40403703	0.00000000	4.76088700
-1.38403703	0.00000000	4.76088700
-1.36403703	0.00000000	3.17392500
-1.34403703	0.00000000	4.76088700
-1.32403703	0.00000000	6.34785000
-1.30403703	0.00000000	4.76088700
-1.28403703	0.00000000	4.76088700
-1.26403704	0.00000000	4.76088700
-1.24403704	0.00000000	4.76088700
-1.22403704	0.00000000	4.76088700
-1.20403704	0.00000000	6.34785000
-1.18403704	0.00000000	6.34785000
-1.16403704	0.00000000	7.93481200
-1.14403704	0.00000000	7.93481200
-1.12403704	0.00000000	6.34785000
-1.10403704	0.00000000	6.34785000
-1.08403704	0.00000000	6.34785000
-1.06403704	0.00000000	6.34785000
-1.04403704	0.00000000	6.34785000
-1.02403704	0.00000000	4.76088700
-1.00403704	0.00000000	6.34785000
-0.98403704	0.00000000	4.76088700
-0.96403704	0.00000000	6.34785000
-0.94403704	0.00000000	6.34785000
-0.92403704	0.00000000	6.34785000
-0.90403704	0.00000000	6.34785000
-0.88403704	0.00000000	6.34785000
-0.86403704	0.00000000	4.76088700
-0.84403704	0.00000000	4.76088700
-0.82403704	0.00000000	4.76088700
-0.80403704	0.00000000	4.76088700
-0.78403704	0.00000000	4.76088700
-0.76403704	0.00000000	3.17392500
-0.74403704	0.00000000	4.76088700
-0.72403704	0.00000000	4.76088700
-0.70403704	0.00000000	4.76088700
-0.68403704	0.00000000	4.76088700
-0.66403704	0.00000000	4.76088700
-0.64403704	0.00000000	4.76088700
-0.62403704	0.00000000	6.34785000
-0.60403704	0.00000000	4.76088700
-0.58403704	0.00000000	4.76088700
-0.56403704	0.00000000	4.76088700
-0.54403704	0.00000000	6.34785000
-0.52403704	0.00000000	3.17392500
-0.50403704	0.00000000	6.34785000
-0.48403704	0.00000000	4.76088700
